product_category,transport_mode,weather_condition,distance_km,shipment_weight,shipment_volume,traffic_index,route_complexity_score,number_of_stops,driver_experience_years,origin_warehouse_load,destination_warehouse_load,processing_time_hours,fuel_price,holiday_flag,strike_flag,dispatch_delay_hours,handling_issues_count,documentation_delay_flag,delay_duration_hours
Automobile,Road,Storm,684.2,247.66,1.65,5.26,7.44,2,19.22,1.08,0.69,11.09,81.27,1,0,8.29,0,0,77.93
Electronics,Rail,Rain,234.82,426.83,3.07,9.19,1.35,5,17.13,0.4,1.03,39.42,97.41,1,0,10.75,1,0,88.45
Furniture,Rail,Storm,2004.37,275.56,3.08,7.68,5.03,9,5.52,0.51,0.88,1.15,119.83,0,0,21.57,0,0,132.56
Pharma,Air,Storm,408.17,492.34,0.57,1.35,5.13,9,0.97,1.16,1.11,9.06,97.91,0,0,6.46,5,0,82.83
Furniture,Road,Clear,2253.67,330.31,3.42,5.88,1.7,7,12.19,1.19,0.83,8.82,86.31,1,0,23.49,1,0,108.41
Pharma,Air,Clear,647.98,187.66,4.25,9.94,3.17,4,10.91,0.39,1.08,28.28,107.67,0,0,8.44,2,0,81.41
Clothing,Rail,Fog,193.11,381.92,3.19,2.8,3.34,0,9.48,0.99,0.41,25.03,119.42,0,0,2.57,0,0,36.46
Food,Sea,Clear,342.93,255.44,1.62,6.55,9.04,2,9.77,1.28,0.82,44.68,73.9,0,0,11.15,2,0,73.96
Pharma,Road,Fog,2531.75,403.21,0.11,3.46,5.61,0,12.04,0.53,1.07,39.95,76.25,0,0,14.99,1,0,83.38
Electronics,Air,Rain,1144.36,416.9,3.28,4.34,7.04,7,8.24,1.15,0.65,16.51,99.22,0,0,2.48,0,0,58.66
Furniture,Road,Clear,941.69,308.84,3.42,1.3,1.49,6,3.84,0.79,0.69,25.84,108.06,0,0,5.93,1,1,54.3
Clothing,Rail,Rain,1499.04,436.22,3.57,7.19,1.93,9,5.55,1.09,0.32,15.57,108.22,0,0,5.81,1,0,99.65
Electronics,Air,Storm,1917.15,202.31,0.29,7.89,6.07,3,1.75,0.97,1.24,10.44,96.08,0,0,6.68,4,0,99.66
Clothing,Road,Clear,159.45,29.63,2.63,7.96,8.52,3,1.59,1.43,0.88,29.71,118.36,0,0,1.67,0,0,67.58
Food,Rail,Clear,2699.66,331.66,2.13,9.73,1.48,0,17.41,0.49,0.5,39.79,102.62,0,0,7.01,1,0,101.26
Furniture,Road,Rain,2877.52,382.46,3.86,8.54,9.85,3,2.94,0.55,1.06,2.41,93.83,0,0,6.35,0,0,112.56
Automobile,Rail,Fog,1281.06,37.33,3.64,2.87,8.97,0,1.84,0.51,0.44,3.31,98.35,1,0,9.26,1,0,67.9
Furniture,Road,Rain,1267.26,385.68,4.76,3.08,8.86,4,16.61,1.14,0.86,2.75,110.43,0,0,23.72,3,0,88.25
Food,Air,Clear,2641.75,319.94,4.5,7.91,1.08,4,19.09,0.52,0.46,33.98,115.1,0,0,5.84,4,0,89.39
Furniture,Sea,Clear,1316.47,59.09,2.83,7.99,4.66,1,4.51,0.8,1.11,17.38,111.5,0,0,13.8,2,0,90.53
Automobile,Road,Fog,2575.76,270.43,4.9,2.11,8.16,9,15.27,1.36,0.53,34.32,99.57,0,0,9.41,3,0,103.28
Pharma,Air,Clear,133.59,55.26,0.84,1.06,7.83,1,3.67,0.63,1.44,11.47,73.48,1,0,14.52,2,0,53.51
Clothing,Road,Rain,1494.47,161.49,0.14,4.61,4.11,8,13.77,0.48,1.02,1.49,106.46,0,0,16.82,0,0,92.8
Automobile,Road,Clear,2859.67,402.19,0.63,7.25,8.9,1,13.75,0.94,0.33,32.25,108.01,0,0,18.64,0,1,107.1
Electronics,Air,Clear,795.77,51.29,1.84,8.8,6.72,4,8.87,1.09,0.8,10.15,74.43,0,0,23.16,0,0,82.71
Food,Rail,Clear,835.16,230.23,3.8,2.49,9.95,8,17.7,0.9,0.49,27.15,85.74,0,0,9.18,4,0,76.81
Pharma,Sea,Clear,1908.86,303.25,1.98,8.34,4.01,7,2.86,0.96,1.03,21.39,74.22,0,0,0.31,0,0,98.85
Electronics,Sea,Storm,2782.26,470.32,3.92,7.16,6.79,1,9.79,0.53,1.22,42.86,90.33,0,0,14.22,1,0,118.03
Electronics,Air,Clear,636.29,368.9,3.74,2.49,4.82,1,12.23,0.65,0.67,2.78,96.98,1,0,1.45,1,0,36.26
Food,Rail,Clear,2768.87,70.48,3.99,8.86,6.83,4,15.3,1.09,1.11,21.98,78.5,1,0,4.47,1,0,102.92
Pharma,Rail,Clear,2005.86,484.47,1.02,9.4,3.34,3,3.28,1.27,1.35,40.38,100.06,1,0,18.39,1,0,123.26
Electronics,Road,Fog,2979.49,239.5,2.63,3.39,4.44,2,10.93,0.73,1.39,32.97,108.33,0,0,6.55,1,0,88.18
Electronics,Road,Rain,2222.55,185.49,3.59,2.34,9.39,3,9.37,1.15,0.45,42.29,113.98,0,1,10.35,0,1,101.97
Pharma,Road,Clear,2020.01,65.23,1.49,9.71,3.6,1,8.62,0.54,0.73,47.59,113.29,0,0,2.66,3,0,109.11
Furniture,Rail,Clear,2453.96,466.81,4.21,1.21,6.59,1,7.51,0.66,0.63,27.17,103.09,0,0,5.77,4,0,65.65
Electronics,Air,Rain,566.66,293.52,3.92,9.54,9.27,3,19.94,0.31,0.98,17.23,104.44,0,0,19.94,3,0,107.13
Clothing,Rail,Storm,2840.66,494.01,0.69,2.95,5.33,2,3.82,0.56,1.28,4.8,75.75,0,0,3.28,2,0,82.88
Pharma,Road,Clear,538.51,87.76,1.17,4.94,7.26,6,15.18,1.21,1.07,30.53,81.0,0,0,15.18,0,0,82.33
Electronics,Sea,Clear,125.73,273.37,1.26,3.78,7.73,8,7.85,0.4,1.48,37.52,118.24,0,0,16.17,1,0,82.47
Food,Road,Rain,2108.68,55.83,4.4,2.38,5.9,0,13.16,0.39,0.35,24.47,119.96,0,0,1.27,0,0,57.24
Automobile,Air,Rain,594.56,262.61,1.01,4.17,4.41,6,19.77,1.07,0.54,10.64,71.09,0,0,8.9,4,0,68.73
Clothing,Road,Rain,2288.32,445.01,3.15,5.85,8.28,2,9.82,0.9,1.32,43.53,108.14,0,0,10.0,1,1,103.2
Automobile,Road,Clear,2395.36,55.55,0.42,1.84,5.99,3,16.58,1.23,0.77,43.11,101.56,0,0,3.07,0,1,75.99
Automobile,Rail,Clear,748.26,135.55,2.81,8.28,2.05,1,1.98,0.77,1.23,19.01,71.58,0,0,5.14,1,0,73.18
Electronics,Sea,Clear,305.82,341.52,0.79,8.2,8.87,4,11.31,0.97,1.47,31.89,98.93,1,0,4.28,1,0,86.07
Clothing,Road,Clear,1527.42,39.07,2.92,8.18,3.68,7,7.95,1.43,1.01,37.18,99.58,1,0,21.03,1,1,121.09
Clothing,Road,Fog,2676.14,227.54,1.9,7.18,5.44,1,14.13,1.34,1.1,5.78,86.85,0,0,23.26,2,0,107.24
Furniture,Road,Clear,2549.51,167.2,3.07,5.1,2.92,7,1.22,1.02,0.76,40.71,116.05,1,0,9.37,2,1,112.7
Automobile,Road,Rain,395.39,419.24,2.03,8.5,5.43,8,9.23,0.88,1.38,35.43,119.73,0,0,9.85,2,1,117.64
Clothing,Road,Rain,2896.11,25.49,4.29,8.67,2.16,4,10.14,0.36,1.1,25.52,116.27,0,0,2.86,3,0,103.97
Furniture,Rail,Clear,828.65,431.83,3.81,3.57,6.1,8,16.97,0.93,1.02,44.25,70.25,0,0,23.44,2,0,85.18
Pharma,Sea,Storm,1080.7,352.11,4.24,5.33,5.71,7,8.0,0.86,0.33,37.91,81.98,0,0,2.39,3,0,90.12
Furniture,Road,Rain,489.7,149.3,1.19,2.83,8.37,1,6.75,1.42,0.89,24.15,96.62,0,0,3.45,3,0,62.0
Food,Air,Fog,1164.52,99.69,0.83,3.3,6.04,4,8.09,0.79,1.49,42.24,109.21,0,0,15.27,1,0,84.8
Electronics,Road,Clear,1925.14,475.14,2.83,3.15,4.68,8,9.04,1.05,0.84,42.19,75.7,0,0,3.42,1,0,74.29
Pharma,Road,Clear,1542.93,277.4,4.38,8.44,5.2,8,5.46,1.4,1.45,30.15,98.07,0,0,15.21,0,0,111.13
Pharma,Road,Clear,2491.24,173.04,0.64,3.26,6.44,7,1.38,0.53,1.48,42.65,81.25,0,1,5.78,1,0,109.82
Food,Air,Clear,1941.84,23.19,1.25,5.92,8.56,1,19.81,0.75,1.08,35.33,90.3,0,0,16.14,0,0,82.18
Furniture,Road,Clear,827.46,83.73,3.76,6.65,1.38,5,15.43,0.74,0.66,5.54,116.89,0,0,5.84,0,0,65.03
Electronics,Road,Storm,1694.44,299.48,2.38,7.7,9.34,0,19.72,0.64,0.53,42.21,87.95,0,0,19.0,3,0,115.74
Furniture,Road,Clear,239.36,257.04,3.06,1.26,1.75,6,13.42,1.33,0.96,36.26,100.93,0,0,8.77,1,0,64.11
Clothing,Road,Fog,1763.33,379.05,3.0,5.28,4.1,5,17.72,1.12,0.43,16.59,79.45,0,0,13.69,2,0,99.93
Furniture,Road,Clear,1199.51,417.58,2.12,3.63,4.03,7,9.28,1.47,0.91,7.68,73.83,0,0,22.89,3,0,94.43
Pharma,Sea,Rain,340.28,199.19,3.56,8.51,5.79,6,7.31,1.28,1.09,4.51,115.75,0,0,21.33,1,0,102.4
Electronics,Rail,Clear,957.02,51.36,4.28,1.33,4.19,1,19.88,1.36,0.83,46.3,119.59,0,0,19.15,5,0,75.0
Furniture,Sea,Clear,2699.36,395.97,4.55,2.86,2.97,1,3.81,0.35,0.48,28.86,71.29,0,0,9.57,0,0,66.86
Electronics,Road,Storm,1778.81,277.32,0.33,3.84,3.19,1,4.73,0.32,1.27,3.98,93.95,0,0,4.53,0,0,72.15
Electronics,Road,Clear,2714.63,489.92,2.81,1.7,9.87,5,13.53,1.09,0.95,2.16,72.68,0,0,21.11,3,0,94.91
Clothing,Road,Storm,1261.87,398.38,0.3,4.56,8.53,9,5.48,1.03,0.62,6.06,97.52,1,0,18.07,0,0,109.73
Clothing,Road,Rain,2937.78,165.21,4.51,7.69,8.25,7,8.9,0.33,0.32,33.17,108.72,0,0,14.13,0,1,119.52
Pharma,Rail,Storm,1112.06,214.82,2.2,2.91,4.77,0,18.68,0.39,0.95,10.83,92.85,1,0,11.72,1,0,62.77
Food,Road,Rain,2282.57,118.55,4.51,7.79,9.43,1,5.68,0.87,1.22,25.21,80.52,1,0,12.56,3,0,112.05
Electronics,Road,Clear,950.94,256.49,1.02,5.76,1.56,4,10.46,1.26,0.74,40.09,98.57,0,0,14.05,0,0,67.4
Food,Air,Rain,362.67,355.65,0.9,4.1,2.13,8,14.87,1.17,1.09,37.1,81.72,0,0,16.59,3,1,83.44
Pharma,Road,Clear,2507.52,306.63,4.55,4.32,3.22,7,1.9,0.93,1.25,19.77,112.41,0,0,15.09,2,0,95.4
Electronics,Sea,Clear,2299.62,171.7,4.7,2.05,6.78,0,1.91,0.84,0.86,40.59,109.02,0,0,22.78,2,0,97.14
Electronics,Road,Clear,2470.86,411.83,3.86,3.25,2.5,7,15.05,1.24,0.62,15.53,99.02,0,0,12.24,2,0,88.87
Automobile,Air,Clear,934.1,53.42,1.19,7.58,4.02,6,18.44,0.67,0.8,12.61,90.99,0,0,16.93,2,0,85.44
Food,Road,Clear,2125.8,72.13,0.94,8.76,2.59,8,12.04,1.18,1.21,36.42,112.29,0,0,2.44,4,0,117.28
Furniture,Sea,Fog,698.77,202.68,3.77,3.39,8.2,3,1.24,1.4,0.56,24.35,103.88,0,0,16.96,2,0,77.74
Clothing,Road,Rain,83.37,351.42,3.21,6.3,9.18,9,9.31,0.53,0.61,45.55,103.85,0,0,3.16,2,0,92.43
Furniture,Air,Fog,2606.14,347.4,4.37,1.31,8.65,5,14.55,0.79,0.73,13.71,104.36,0,0,0.9,0,0,79.6
Food,Road,Clear,1594.4,183.9,1.46,1.7,1.25,3,12.82,0.79,1.05,25.9,76.04,0,0,16.9,2,0,55.7
Clothing,Rail,Rain,2951.78,348.61,1.55,9.68,3.85,3,4.36,0.82,0.59,10.52,99.2,0,0,16.21,1,0,107.55
Furniture,Road,Clear,1185.86,31.23,3.69,9.07,6.74,8,1.54,0.37,0.89,4.77,87.81,0,0,10.66,3,0,115.83
Automobile,Road,Clear,2872.78,145.72,1.41,1.73,1.01,0,17.84,1.16,1.06,9.82,90.02,1,0,18.34,1,0,74.81
Clothing,Sea,Storm,1864.42,347.19,2.37,8.4,7.72,9,4.9,1.05,0.93,3.77,97.54,0,0,7.56,0,0,123.02
Electronics,Sea,Fog,1561.0,92.84,2.65,1.92,8.82,6,19.92,1.34,0.31,10.42,119.81,0,0,9.3,2,0,78.36
Furniture,Road,Clear,943.29,107.14,3.38,8.46,1.7,7,2.75,0.37,0.9,2.07,115.26,0,0,6.83,2,0,88.98
Clothing,Rail,Fog,2484.57,44.35,1.79,9.22,4.88,5,2.73,0.94,0.73,7.42,119.78,1,0,0.75,2,0,113.56
Automobile,Road,Rain,2494.94,182.87,4.31,2.38,3.73,0,13.53,0.54,0.36,21.34,110.36,0,0,8.35,1,0,57.84
Clothing,Rail,Fog,1279.94,412.64,2.07,2.33,9.52,5,5.77,1.11,1.4,14.09,76.08,0,0,23.2,1,0,95.39
Clothing,Air,Rain,2195.51,418.34,0.3,9.34,3.92,3,19.5,1.24,1.08,16.46,77.49,0,0,4.68,1,0,100.59
Automobile,Road,Fog,1369.35,431.32,0.43,3.71,6.23,7,5.12,0.87,1.4,9.04,81.44,0,0,11.93,2,0,81.38
Furniture,Sea,Storm,2231.99,19.32,4.86,5.25,1.08,6,12.66,0.55,0.67,44.76,119.92,0,0,16.54,1,0,106.53
Pharma,Rail,Clear,2982.86,496.75,3.15,3.74,8.53,7,8.43,1.03,1.41,43.08,95.26,1,0,0.32,4,1,117.04
Furniture,Road,Clear,824.36,251.82,2.51,7.74,1.26,0,2.26,0.47,0.83,16.55,108.82,0,0,4.42,1,0,56.36
Food,Rail,Clear,1920.45,436.49,4.36,2.9,6.12,9,14.31,0.75,0.69,44.12,108.13,0,0,10.39,1,0,87.1
Automobile,Road,Rain,1170.64,452.65,3.61,5.45,7.67,8,15.91,1.04,1.31,21.64,118.57,0,0,7.49,0,0,97.3
Furniture,Rail,Storm,1667.7,257.73,0.99,8.65,4.57,9,16.62,1.43,0.35,14.89,74.61,0,0,8.48,0,0,114.73
Clothing,Air,Storm,2628.73,26.49,0.14,9.48,1.29,9,10.05,1.1,1.18,47.51,74.46,0,0,4.46,3,0,136.13
Automobile,Road,Rain,1075.35,299.14,4.91,4.17,9.11,2,19.53,1.06,1.34,21.2,108.04,0,0,20.45,3,0,86.95
Electronics,Air,Clear,263.55,167.71,3.18,2.03,4.29,1,16.1,1.17,1.35,4.93,70.72,0,0,10.12,2,0,39.08
Furniture,Air,Clear,2406.86,104.18,2.44,8.29,5.2,8,9.08,0.5,0.34,28.42,113.69,1,0,12.57,2,0,115.99
Automobile,Air,Clear,1687.32,92.07,4.73,2.0,8.32,0,2.44,1.18,1.36,9.54,95.54,0,0,16.29,2,0,61.76
Furniture,Road,Rain,1375.73,280.07,1.91,8.01,6.95,5,5.46,0.59,1.16,29.86,82.9,0,0,22.67,2,0,116.22
Automobile,Road,Clear,590.83,53.13,3.64,7.2,3.93,4,15.56,1.19,1.31,3.26,115.56,0,0,16.68,3,0,70.95
Clothing,Rail,Clear,323.92,411.0,3.38,6.2,5.87,3,17.65,1.37,1.1,6.21,106.99,0,0,22.0,1,0,84.62
Electronics,Road,Clear,872.27,114.42,3.42,9.46,1.85,9,13.42,0.92,1.2,15.69,84.58,0,0,19.27,3,0,115.91
Electronics,Road,Clear,2170.77,275.1,3.42,3.9,5.33,0,8.06,0.31,1.04,29.97,107.03,0,0,16.81,1,0,75.58
Food,Air,Clear,1264.72,63.6,0.15,1.84,4.85,1,7.44,1.02,0.86,31.37,85.17,0,0,15.22,2,0,59.92
Automobile,Road,Clear,1732.17,429.95,4.14,9.83,7.84,3,7.5,0.71,1.41,31.44,96.93,0,0,15.69,1,0,122.1
Furniture,Air,Fog,292.03,346.35,4.62,4.97,8.2,5,10.08,0.96,0.43,24.98,107.47,1,0,21.04,2,0,86.47
Electronics,Air,Clear,413.57,104.05,2.3,4.9,8.85,5,14.65,0.8,0.38,16.54,91.21,0,0,14.55,1,0,68.82
Electronics,Air,Storm,83.35,358.15,2.85,1.81,8.72,4,3.68,1.09,1.1,42.04,110.66,0,0,20.42,1,0,86.37
Pharma,Road,Clear,2036.19,42.37,1.69,7.69,9.99,7,0.91,0.68,1.11,22.24,77.92,0,0,22.29,0,0,121.76
Pharma,Road,Storm,830.14,386.34,3.95,7.48,7.37,2,1.99,0.75,1.31,37.79,95.94,0,0,13.66,1,0,98.21
Electronics,Road,Rain,2902.43,245.68,3.71,2.31,6.59,8,13.48,0.35,1.08,23.17,71.5,0,0,5.32,0,0,88.98
Automobile,Rail,Storm,959.94,60.97,3.72,3.1,2.32,9,17.05,0.47,0.41,41.32,119.02,0,0,15.02,2,0,89.04
Food,Road,Storm,1122.67,275.69,3.7,1.15,5.21,3,8.43,0.76,1.36,2.32,78.82,0,0,23.08,2,0,77.78
Electronics,Sea,Rain,1435.0,101.23,1.17,9.01,4.87,0,7.08,0.3,0.42,13.61,78.17,0,0,2.65,0,0,70.71
Clothing,Air,Fog,991.47,336.71,0.65,3.2,7.61,5,0.89,0.32,0.84,37.66,92.11,0,0,21.17,1,0,80.15
Furniture,Sea,Rain,2461.46,354.6,1.62,9.34,3.47,1,1.69,1.06,1.06,33.49,73.32,0,0,20.91,2,1,138.5
Food,Road,Rain,2634.81,380.66,2.92,6.14,8.84,3,15.22,0.84,1.06,43.63,113.6,0,0,2.25,2,0,93.35
Clothing,Road,Clear,82.56,447.54,2.06,4.83,2.98,2,2.25,0.3,0.84,28.83,79.67,1,0,7.23,1,0,58.61
Food,Sea,Fog,1981.25,327.81,1.32,1.07,5.35,2,16.65,0.6,0.7,45.91,101.56,0,0,20.64,3,1,100.16
Clothing,Road,Storm,2073.96,246.39,0.21,1.83,9.5,1,15.73,1.06,0.66,44.01,109.42,0,0,14.67,0,0,99.76
Furniture,Road,Clear,2886.2,427.26,0.69,2.43,4.1,7,16.48,0.54,1.47,44.54,94.95,1,0,8.19,1,1,94.94
Furniture,Road,Rain,1142.68,450.02,0.62,1.95,7.55,1,13.88,1.24,0.71,29.89,71.81,0,0,19.25,1,0,83.19
Pharma,Sea,Storm,626.08,391.09,4.79,3.31,4.02,0,0.91,0.64,1.0,42.84,85.84,0,0,0.09,0,0,60.07
Automobile,Air,Storm,1585.71,471.27,3.92,2.39,5.63,4,9.15,1.43,0.99,21.2,100.44,0,0,4.5,0,0,68.19
Clothing,Air,Fog,1370.29,489.74,0.7,6.97,7.98,0,3.56,0.92,0.99,46.82,88.52,0,0,12.33,3,1,98.51
Pharma,Rail,Clear,2385.61,126.4,2.39,3.67,8.33,5,7.09,0.51,1.05,8.81,102.37,0,0,11.87,2,0,85.08
Clothing,Road,Clear,2716.73,92.66,3.31,7.46,8.58,4,11.37,0.44,0.61,15.05,95.62,0,0,23.56,2,0,112.42
Pharma,Rail,Rain,305.79,224.85,4.81,2.22,1.9,0,14.77,0.47,0.71,25.06,93.93,0,0,6.9,1,0,37.14
Furniture,Road,Clear,2547.41,498.47,1.42,2.88,8.69,6,5.03,1.14,0.38,46.18,82.2,0,0,1.59,1,1,89.55
Food,Rail,Clear,2731.46,45.15,1.39,8.09,2.32,2,7.03,0.49,0.99,28.16,117.53,0,0,8.07,2,0,91.74
Pharma,Road,Rain,2776.2,356.29,2.88,6.71,3.46,1,4.59,1.43,0.59,3.94,98.15,0,0,3.69,0,0,77.27
Clothing,Road,Clear,2304.71,425.57,4.3,1.87,9.74,9,19.69,0.68,0.51,30.04,81.01,1,0,17.82,4,0,109.14
Clothing,Air,Clear,2239.14,498.23,1.47,9.63,2.3,8,18.62,0.38,1.3,45.81,88.34,1,0,8.57,2,0,114.37
Automobile,Road,Clear,93.95,310.24,0.72,7.86,3.26,2,13.25,0.49,1.0,21.34,75.79,0,0,18.4,0,0,65.16
Furniture,Air,Rain,2764.57,190.67,1.4,5.97,4.02,7,16.58,0.71,0.97,15.16,109.67,1,1,8.77,0,0,100.32
Clothing,Road,Clear,1086.94,84.08,2.3,4.09,8.26,3,14.52,0.45,0.49,29.15,99.71,0,0,8.44,1,0,62.69
Electronics,Road,Clear,171.31,490.9,1.86,1.85,3.89,5,17.05,1.32,0.83,33.15,109.0,0,0,0.94,3,0,52.92
Food,Road,Rain,1268.29,462.18,4.32,4.22,8.43,7,18.75,1.45,0.97,19.95,104.2,0,0,7.05,4,0,86.51
Pharma,Air,Clear,2211.92,402.45,4.72,3.91,2.85,3,18.64,1.21,0.83,4.6,118.12,0,0,0.5,4,0,63.91
Automobile,Road,Fog,1353.77,471.94,1.95,1.71,6.41,2,11.7,1.04,0.94,18.57,107.21,1,0,5.83,3,0,68.63
Food,Air,Clear,2286.13,31.37,4.13,8.05,9.64,8,19.31,1.26,0.32,23.89,103.72,0,1,4.68,0,1,116.29
Furniture,Road,Storm,1552.76,316.11,0.44,4.74,1.37,9,8.45,0.49,0.54,25.41,100.32,0,0,4.83,2,1,101.52
Automobile,Road,Clear,933.31,138.12,2.81,9.01,9.18,6,4.27,0.75,0.56,33.94,73.67,0,0,22.75,1,0,114.08
Pharma,Road,Storm,648.59,383.03,4.18,2.42,2.48,8,5.01,0.56,0.75,1.77,73.19,0,0,0.25,0,0,64.06
Pharma,Sea,Clear,1292.25,48.76,2.15,3.86,6.23,2,9.44,0.86,1.43,42.52,108.52,0,0,2.89,3,0,76.83
Electronics,Air,Clear,155.62,130.1,0.8,3.51,1.44,0,5.44,0.51,0.95,29.48,106.05,0,0,22.85,1,0,43.06
Furniture,Road,Storm,1296.5,425.28,1.49,8.79,6.14,2,2.98,1.28,0.61,25.86,81.85,0,0,1.97,2,1,109.39
Automobile,Air,Clear,252.43,374.97,2.51,5.57,6.54,6,8.24,1.26,1.16,8.58,119.34,0,0,6.62,3,1,86.32
Automobile,Rail,Rain,2637.16,496.02,4.23,2.28,8.27,0,11.83,0.74,0.56,6.69,77.28,0,0,21.23,0,0,66.04
Clothing,Road,Clear,1747.67,322.35,3.77,4.22,4.74,4,19.38,1.17,0.49,27.28,92.47,0,0,15.42,1,0,80.6
Electronics,Rail,Rain,1955.83,152.23,0.51,9.49,9.24,4,12.6,0.81,0.66,34.71,119.85,0,0,18.45,2,0,117.3
Electronics,Road,Fog,902.15,274.39,2.78,5.96,4.33,2,15.59,0.64,0.65,36.83,115.46,0,0,10.0,1,0,77.84
Automobile,Rail,Fog,716.17,472.04,4.37,1.33,1.82,7,13.8,0.63,0.81,27.84,80.08,0,0,14.27,4,0,74.45
Automobile,Air,Clear,2138.32,326.23,2.93,1.52,4.48,0,8.0,0.89,1.16,17.68,75.09,0,0,14.22,3,0,71.67
Food,Road,Clear,2031.12,440.87,0.42,3.12,3.76,8,4.19,0.31,0.99,7.65,75.14,0,0,13.16,1,0,84.85
Food,Road,Fog,411.9,12.42,4.13,6.59,5.02,6,6.0,1.15,0.89,27.61,83.14,1,0,8.52,1,0,93.85
Food,Sea,Storm,753.99,185.41,4.54,3.21,2.8,0,17.59,0.77,1.44,16.64,94.86,0,0,3.16,3,0,68.19
Electronics,Rail,Clear,2842.4,467.72,2.01,8.65,4.33,1,3.54,0.47,0.34,39.02,112.79,0,0,17.99,0,1,102.3
Clothing,Air,Rain,947.32,20.61,1.62,6.66,8.98,1,2.4,1.06,0.78,24.84,71.55,0,0,6.13,3,0,73.91
Pharma,Road,Clear,126.2,260.03,2.76,3.71,6.87,0,17.14,1.2,1.12,11.55,94.66,0,0,19.96,2,0,71.44
Food,Road,Fog,238.16,173.92,4.92,4.55,2.78,0,11.19,0.44,0.68,40.03,77.33,1,0,6.78,1,0,53.59
Clothing,Road,Clear,2337.71,323.46,4.2,4.38,1.48,9,13.81,0.42,0.87,43.96,102.24,0,0,1.95,3,0,82.06
Furniture,Road,Rain,2283.61,81.95,4.07,3.83,2.95,1,16.6,0.77,0.34,9.62,106.34,0,0,7.93,3,0,63.4
Food,Air,Rain,1176.39,327.0,1.05,6.67,4.68,5,7.13,1.08,0.54,26.89,82.09,0,0,14.2,0,0,79.88
Pharma,Sea,Fog,501.94,495.93,4.49,2.82,4.3,4,15.13,1.0,0.4,40.83,94.84,1,0,20.21,1,1,95.46
Furniture,Air,Storm,1519.41,136.31,2.82,3.63,8.64,4,12.8,1.47,1.46,41.69,94.7,0,0,9.4,5,0,105.62
Furniture,Road,Clear,1029.07,231.25,4.59,1.77,6.27,1,0.98,0.83,1.19,28.39,75.52,0,0,2.65,1,0,52.3
Pharma,Air,Rain,1153.21,15.82,3.29,4.38,8.58,6,14.55,0.72,1.08,26.01,104.82,0,0,1.7,2,0,68.72
Food,Sea,Fog,819.91,217.59,4.19,1.58,9.99,2,7.21,1.21,0.3,3.22,101.89,0,0,11.29,0,0,63.07
Electronics,Rail,Rain,235.43,203.59,0.91,1.16,3.61,8,4.56,1.45,0.86,35.36,87.93,0,0,17.23,2,1,92.37
Pharma,Air,Rain,2383.92,282.79,3.56,6.81,5.3,7,19.24,1.37,1.15,9.6,73.89,0,0,12.92,2,0,110.05
Pharma,Sea,Storm,1873.75,129.13,1.36,2.46,7.35,8,15.51,0.79,1.03,42.55,91.21,0,0,2.26,5,0,99.34
Pharma,Rail,Clear,2512.17,165.0,0.93,1.32,5.61,8,0.98,1.06,0.92,38.07,90.84,0,0,4.85,2,0,86.03
Furniture,Road,Rain,1534.45,305.34,2.91,1.61,3.94,9,15.32,0.47,1.3,47.72,93.19,1,0,0.03,2,0,84.78
Clothing,Road,Clear,2955.71,454.33,3.05,2.79,8.35,5,17.08,1.16,0.7,26.66,83.89,0,0,20.04,0,0,98.48
Electronics,Sea,Clear,2889.45,118.36,2.5,7.49,9.03,4,7.45,0.72,1.31,22.78,117.7,0,0,2.03,2,1,106.65
Food,Road,Storm,851.76,339.05,0.54,1.11,3.5,1,6.87,0.57,0.77,15.31,70.46,0,0,14.09,1,0,77.56
Food,Road,Clear,1191.58,262.42,1.3,7.54,3.53,6,8.76,0.46,1.0,2.85,112.5,0,0,8.95,3,0,87.11
Clothing,Road,Clear,2270.49,53.2,1.25,6.37,6.11,4,9.59,0.61,0.92,30.86,98.32,0,0,6.1,1,0,85.95
Pharma,Air,Clear,2340.98,283.15,1.64,5.63,8.35,9,7.92,0.91,0.79,45.52,96.05,0,0,20.81,1,0,116.33
Electronics,Sea,Clear,2736.56,354.7,3.18,9.18,5.68,7,10.37,1.37,0.62,23.23,114.1,0,0,14.5,1,0,123.41
Food,Road,Storm,1975.27,299.53,2.25,8.47,1.54,4,19.47,0.61,0.84,14.83,81.43,0,0,9.01,1,1,110.95
Automobile,Air,Rain,1451.61,53.1,4.85,4.77,3.66,0,1.13,0.37,0.45,32.9,78.19,0,0,8.13,0,0,50.77
Food,Sea,Clear,1164.07,427.42,0.18,1.06,5.53,2,19.66,1.24,0.71,34.58,71.75,0,0,8.12,3,0,61.36
Pharma,Road,Clear,1286.58,21.46,1.16,7.4,7.63,9,17.06,1.24,1.0,34.64,119.93,0,0,12.47,1,0,102.84
Automobile,Road,Clear,2558.7,118.77,2.91,1.43,7.97,0,16.05,0.38,0.37,46.03,82.41,0,0,18.49,1,0,83.0
Clothing,Sea,Clear,2941.03,308.24,4.41,3.5,7.77,9,9.28,0.52,1.19,6.74,75.06,0,0,14.64,2,1,115.73
Electronics,Road,Storm,203.13,109.79,0.27,5.44,1.85,4,1.96,0.49,0.98,39.14,110.83,0,0,21.9,0,0,84.08
